N,Time
10.0,0.04864339828491211
15.0,0.05750164985656738
20.0,0.06771736145019532
25.0,0.07946338653564453
30.0,0.09194383621215821
35.0,0.10292000770568847
40.0,0.11276969909667969
45.0,0.1276494026184082
50.0,0.13362431526184082
55.0,0.14409584999084474
60.0,0.1612544059753418
65.0,0.16815948486328125
70.0,0.18514723777770997
75.0,0.2872347831726074
80.0,0.2028578281402588
85.0,0.21587781906127929
90.0,0.22564539909362794
95.0,0.24122886657714843
100.0,0.3333158016204834
